image_path,original_label,adversarial_label
adversarial_dataset/train\adv_sample_training_517.png,5,3
adversarial_dataset/train\adv_sample_training_518.png,2,1
adversarial_dataset/train\adv_sample_training_519.png,2,0
adversarial_dataset/train\adv_sample_training_520.png,6,4
adversarial_dataset/train\adv_sample_training_521.png,1,9
adversarial_dataset/train\adv_sample_training_522.png,2,3
adversarial_dataset/train\adv_sample_training_523.png,7,3
adversarial_dataset/train\adv_sample_training_524.png,4,5
adversarial_dataset/train\adv_sample_training_525.png,7,4
adversarial_dataset/train\adv_sample_training_526.png,4,3
adversarial_dataset/train\adv_sample_training_527.png,2,3
adversarial_dataset/train\adv_sample_training_528.png,0,2
adversarial_dataset/train\adv_sample_training_529.png,3,5
adversarial_dataset/train\adv_sample_training_530.png,3,5
adversarial_dataset/train\adv_sample_training_531.png,6,4
adversarial_dataset/train\adv_sample_training_532.png,2,0
adversarial_dataset/train\adv_sample_training_533.png,6,3
adversarial_dataset/train\adv_sample_training_534.png,5,6
adversarial_dataset/train\adv_sample_training_535.png,9,1
adversarial_dataset/train\adv_sample_training_536.png,1,8
adversarial_dataset/train\adv_sample_training_537.png,5,3
adversarial_dataset/train\adv_sample_training_538.png,4,2
adversarial_dataset/train\adv_sample_training_539.png,3,5
adversarial_dataset/train\adv_sample_training_540.png,6,2
adversarial_dataset/train\adv_sample_training_541.png,6,3
adversarial_dataset/train\adv_sample_training_542.png,8,3
adversarial_dataset/train\adv_sample_training_543.png,7,4
adversarial_dataset/train\adv_sample_training_544.png,0,4
adversarial_dataset/train\adv_sample_training_545.png,7,5
adversarial_dataset/train\adv_sample_training_546.png,7,2
adversarial_dataset/train\adv_sample_training_547.png,7,4
adversarial_dataset/train\adv_sample_training_548.png,7,5
adversarial_dataset/train\adv_sample_training_549.png,7,4
adversarial_dataset/train\adv_sample_training_550.png,4,2
adversarial_dataset/train\adv_sample_training_551.png,7,4
adversarial_dataset/train\adv_sample_training_552.png,9,4
adversarial_dataset/train\adv_sample_training_553.png,9,6
adversarial_dataset/train\adv_sample_training_554.png,2,3
adversarial_dataset/train\adv_sample_training_555.png,0,5
adversarial_dataset/train\adv_sample_training_556.png,9,1
adversarial_dataset/train\adv_sample_training_557.png,0,1
adversarial_dataset/train\adv_sample_training_558.png,0,9
adversarial_dataset/train\adv_sample_training_559.png,6,3
adversarial_dataset/train\adv_sample_training_560.png,1,9
adversarial_dataset/train\adv_sample_training_561.png,5,4
adversarial_dataset/train\adv_sample_training_562.png,8,1
adversarial_dataset/train\adv_sample_training_563.png,0,8
adversarial_dataset/train\adv_sample_training_564.png,1,9
adversarial_dataset/train\adv_sample_training_565.png,4,0
adversarial_dataset/train\adv_sample_training_566.png,8,9
adversarial_dataset/train\adv_sample_training_567.png,1,8
adversarial_dataset/train\adv_sample_training_568.png,8,9
adversarial_dataset/train\adv_sample_training_569.png,7,5
adversarial_dataset/train\adv_sample_training_570.png,3,2
adversarial_dataset/train\adv_sample_training_571.png,5,3
adversarial_dataset/train\adv_sample_training_572.png,0,9
adversarial_dataset/train\adv_sample_training_573.png,9,1
adversarial_dataset/train\adv_sample_training_574.png,5,3
adversarial_dataset/train\adv_sample_training_575.png,2,3
adversarial_dataset/train\adv_sample_training_576.png,5,3
adversarial_dataset/train\adv_sample_training_577.png,0,8
adversarial_dataset/train\adv_sample_training_578.png,6,0
adversarial_dataset/train\adv_sample_training_579.png,7,4
adversarial_dataset/train\adv_sample_training_580.png,7,4
adversarial_dataset/train\adv_sample_training_581.png,7,4
adversarial_dataset/train\adv_sample_training_582.png,6,8
adversarial_dataset/train\adv_sample_training_583.png,7,5
adversarial_dataset/train\adv_sample_training_584.png,1,9
adversarial_dataset/train\adv_sample_training_585.png,0,6
adversarial_dataset/train\adv_sample_training_586.png,8,5
adversarial_dataset/train\adv_sample_training_587.png,9,7
adversarial_dataset/train\adv_sample_training_588.png,8,0
adversarial_dataset/train\adv_sample_training_589.png,2,3
adversarial_dataset/train\adv_sample_training_590.png,8,9
adversarial_dataset/train\adv_sample_training_591.png,8,0
adversarial_dataset/train\adv_sample_training_592.png,4,7
adversarial_dataset/train\adv_sample_training_593.png,8,3
adversarial_dataset/train\adv_sample_training_594.png,0,9
adversarial_dataset/train\adv_sample_training_595.png,1,9
adversarial_dataset/train\adv_sample_training_596.png,0,4
adversarial_dataset/train\adv_sample_training_597.png,9,1
adversarial_dataset/train\adv_sample_training_598.png,9,0
adversarial_dataset/train\adv_sample_training_599.png,1,9
adversarial_dataset/train\adv_sample_training_600.png,4,2
adversarial_dataset/train\adv_sample_training_601.png,7,1
adversarial_dataset/train\adv_sample_training_602.png,9,3
adversarial_dataset/train\adv_sample_training_603.png,5,2
adversarial_dataset/train\adv_sample_training_604.png,2,9
adversarial_dataset/train\adv_sample_training_605.png,3,4
adversarial_dataset/train\adv_sample_training_606.png,0,2
adversarial_dataset/train\adv_sample_training_607.png,8,0
adversarial_dataset/train\adv_sample_training_608.png,8,5
adversarial_dataset/train\adv_sample_training_609.png,6,3
adversarial_dataset/train\adv_sample_training_610.png,4,6
adversarial_dataset/train\adv_sample_training_611.png,2,3
adversarial_dataset/train\adv_sample_training_612.png,6,2
adversarial_dataset/train\adv_sample_training_613.png,7,4
adversarial_dataset/train\adv_sample_training_614.png,8,2
adversarial_dataset/train\adv_sample_training_615.png,5,3
adversarial_dataset/train\adv_sample_training_616.png,3,5
adversarial_dataset/train\adv_sample_training_617.png,7,4
adversarial_dataset/train\adv_sample_training_618.png,4,5
adversarial_dataset/train\adv_sample_training_619.png,6,5
adversarial_dataset/train\adv_sample_training_620.png,5,3
adversarial_dataset/train\adv_sample_training_621.png,9,3
adversarial_dataset/train\adv_sample_training_622.png,6,3
adversarial_dataset/train\adv_sample_training_623.png,6,2
adversarial_dataset/train\adv_sample_training_624.png,3,5
adversarial_dataset/train\adv_sample_training_625.png,4,2
adversarial_dataset/train\adv_sample_training_626.png,6,3
adversarial_dataset/train\adv_sample_training_627.png,4,8
adversarial_dataset/train\adv_sample_training_628.png,3,2
adversarial_dataset/train\adv_sample_training_629.png,5,2
adversarial_dataset/train\adv_sample_training_630.png,5,3
adversarial_dataset/train\adv_sample_training_631.png,7,5
adversarial_dataset/train\adv_sample_training_632.png,6,3
adversarial_dataset/train\adv_sample_training_633.png,4,7
adversarial_dataset/train\adv_sample_training_634.png,0,8
adversarial_dataset/train\adv_sample_training_635.png,3,4
adversarial_dataset/train\adv_sample_training_636.png,1,9
adversarial_dataset/train\adv_sample_training_637.png,2,4
adversarial_dataset/train\adv_sample_training_638.png,4,2
adversarial_dataset/train\adv_sample_training_639.png,6,2
adversarial_dataset/train\adv_sample_training_640.png,7,3
adversarial_dataset/train\adv_sample_training_641.png,0,3
adversarial_dataset/train\adv_sample_training_642.png,5,2
adversarial_dataset/train\adv_sample_training_643.png,3,4
adversarial_dataset/train\adv_sample_training_644.png,1,9
adversarial_dataset/train\adv_sample_training_645.png,1,9
adversarial_dataset/train\adv_sample_training_646.png,0,4
adversarial_dataset/train\adv_sample_training_647.png,4,5
adversarial_dataset/train\adv_sample_training_648.png,8,3
adversarial_dataset/train\adv_sample_training_649.png,2,6
adversarial_dataset/train\adv_sample_training_650.png,6,2
adversarial_dataset/train\adv_sample_training_651.png,0,4
adversarial_dataset/train\adv_sample_training_652.png,6,2
adversarial_dataset/train\adv_sample_training_653.png,4,5
adversarial_dataset/train\adv_sample_training_654.png,0,5
adversarial_dataset/train\adv_sample_training_655.png,7,2
adversarial_dataset/train\adv_sample_training_656.png,3,5
adversarial_dataset/train\adv_sample_training_657.png,0,2
adversarial_dataset/train\adv_sample_training_658.png,2,0
adversarial_dataset/train\adv_sample_training_659.png,3,7
adversarial_dataset/train\adv_sample_training_660.png,9,1
adversarial_dataset/train\adv_sample_training_661.png,4,2
adversarial_dataset/train\adv_sample_training_662.png,3,5
adversarial_dataset/train\adv_sample_training_663.png,6,3
adversarial_dataset/train\adv_sample_training_664.png,9,1
adversarial_dataset/train\adv_sample_training_665.png,6,4
adversarial_dataset/train\adv_sample_training_666.png,4,2
adversarial_dataset/train\adv_sample_training_667.png,6,4
adversarial_dataset/train\adv_sample_training_668.png,1,9
adversarial_dataset/train\adv_sample_training_669.png,9,8
adversarial_dataset/train\adv_sample_training_670.png,4,8
adversarial_dataset/train\adv_sample_training_671.png,6,2
adversarial_dataset/train\adv_sample_training_672.png,9,1
adversarial_dataset/train\adv_sample_training_673.png,7,4
adversarial_dataset/train\adv_sample_training_674.png,3,2
adversarial_dataset/train\adv_sample_training_675.png,6,3
adversarial_dataset/train\adv_sample_training_676.png,4,2
adversarial_dataset/train\adv_sample_training_677.png,4,2
adversarial_dataset/train\adv_sample_training_678.png,7,9
adversarial_dataset/train\adv_sample_training_679.png,3,5
adversarial_dataset/train\adv_sample_training_680.png,7,5
adversarial_dataset/train\adv_sample_training_681.png,1,2
adversarial_dataset/train\adv_sample_training_682.png,0,8
adversarial_dataset/train\adv_sample_training_683.png,9,3
adversarial_dataset/train\adv_sample_training_684.png,0,4
adversarial_dataset/train\adv_sample_training_685.png,0,8
adversarial_dataset/train\adv_sample_training_686.png,0,3
adversarial_dataset/train\adv_sample_training_687.png,6,0
adversarial_dataset/train\adv_sample_training_688.png,0,5
adversarial_dataset/train\adv_sample_training_689.png,5,7
adversarial_dataset/train\adv_sample_training_690.png,2,4
adversarial_dataset/train\adv_sample_training_691.png,2,3
adversarial_dataset/train\adv_sample_training_692.png,5,3
adversarial_dataset/train\adv_sample_training_693.png,1,9
adversarial_dataset/train\adv_sample_training_694.png,0,8
adversarial_dataset/train\adv_sample_training_695.png,8,0
adversarial_dataset/train\adv_sample_training_696.png,4,5
adversarial_dataset/train\adv_sample_training_697.png,2,7
adversarial_dataset/train\adv_sample_training_698.png,7,5
adversarial_dataset/train\adv_sample_training_699.png,3,6
adversarial_dataset/train\adv_sample_training_700.png,6,3
adversarial_dataset/train\adv_sample_training_701.png,9,8
adversarial_dataset/train\adv_sample_training_702.png,9,0
adversarial_dataset/train\adv_sample_training_703.png,7,5
adversarial_dataset/train\adv_sample_training_704.png,7,3
adversarial_dataset/train\adv_sample_training_705.png,5,4
adversarial_dataset/train\adv_sample_training_706.png,0,3
adversarial_dataset/train\adv_sample_training_707.png,2,6
adversarial_dataset/train\adv_sample_training_708.png,4,7
adversarial_dataset/train\adv_sample_training_709.png,9,5
adversarial_dataset/train\adv_sample_training_710.png,4,2
adversarial_dataset/train\adv_sample_training_711.png,9,3
adversarial_dataset/train\adv_sample_training_712.png,9,1
adversarial_dataset/train\adv_sample_training_713.png,0,3
adversarial_dataset/train\adv_sample_training_714.png,6,5
adversarial_dataset/train\adv_sample_training_715.png,3,5
adversarial_dataset/train\adv_sample_training_716.png,2,6
adversarial_dataset/train\adv_sample_training_717.png,7,2
adversarial_dataset/train\adv_sample_training_718.png,2,6
adversarial_dataset/train\adv_sample_training_719.png,6,3
adversarial_dataset/train\adv_sample_training_720.png,5,3
adversarial_dataset/train\adv_sample_training_721.png,7,5
adversarial_dataset/train\adv_sample_training_722.png,9,1
adversarial_dataset/train\adv_sample_training_723.png,7,4
adversarial_dataset/train\adv_sample_training_724.png,2,4
adversarial_dataset/train\adv_sample_training_725.png,5,4
adversarial_dataset/train\adv_sample_training_726.png,1,9
adversarial_dataset/train\adv_sample_training_727.png,0,8
adversarial_dataset/train\adv_sample_training_728.png,8,9
adversarial_dataset/train\adv_sample_training_729.png,2,7
adversarial_dataset/train\adv_sample_training_730.png,2,7
adversarial_dataset/train\adv_sample_training_731.png,7,5
adversarial_dataset/train\adv_sample_training_732.png,8,0
adversarial_dataset/train\adv_sample_training_733.png,2,5
adversarial_dataset/train\adv_sample_training_734.png,3,5
adversarial_dataset/train\adv_sample_training_735.png,4,2
adversarial_dataset/train\adv_sample_training_736.png,4,1
adversarial_dataset/train\adv_sample_training_737.png,2,4
adversarial_dataset/train\adv_sample_training_738.png,9,1
adversarial_dataset/train\adv_sample_training_739.png,4,3
adversarial_dataset/train\adv_sample_training_740.png,0,4
adversarial_dataset/train\adv_sample_training_741.png,5,3
adversarial_dataset/train\adv_sample_training_742.png,4,6
adversarial_dataset/train\adv_sample_training_743.png,2,4
adversarial_dataset/train\adv_sample_training_744.png,6,3
adversarial_dataset/train\adv_sample_training_745.png,2,6
adversarial_dataset/train\adv_sample_training_746.png,2,5
adversarial_dataset/train\adv_sample_training_747.png,1,9
adversarial_dataset/train\adv_sample_training_748.png,5,3
adversarial_dataset/train\adv_sample_training_749.png,7,5
adversarial_dataset/train\adv_sample_training_750.png,5,7
adversarial_dataset/train\adv_sample_training_751.png,5,3
adversarial_dataset/train\adv_sample_training_752.png,7,5
adversarial_dataset/train\adv_sample_training_753.png,4,2
adversarial_dataset/train\adv_sample_training_754.png,0,8
adversarial_dataset/train\adv_sample_training_755.png,6,3
adversarial_dataset/train\adv_sample_training_756.png,9,1
adversarial_dataset/train\adv_sample_training_757.png,3,6
adversarial_dataset/train\adv_sample_training_758.png,5,3
adversarial_dataset/train\adv_sample_training_759.png,8,0
adversarial_dataset/train\adv_sample_training_760.png,7,4
adversarial_dataset/train\adv_sample_training_761.png,5,3
adversarial_dataset/train\adv_sample_training_762.png,3,4
adversarial_dataset/train\adv_sample_training_763.png,3,4
adversarial_dataset/train\adv_sample_training_764.png,7,5
adversarial_dataset/train\adv_sample_training_765.png,2,3
adversarial_dataset/train\adv_sample_training_766.png,3,7
adversarial_dataset/train\adv_sample_training_767.png,3,4
adversarial_dataset/train\adv_sample_training_768.png,4,5
adversarial_dataset/train\adv_sample_training_769.png,7,5
adversarial_dataset/train\adv_sample_training_770.png,0,1
adversarial_dataset/train\adv_sample_training_771.png,2,5
adversarial_dataset/train\adv_sample_training_772.png,7,2
adversarial_dataset/train\adv_sample_training_773.png,0,8
adversarial_dataset/train\adv_sample_training_774.png,5,4
adversarial_dataset/train\adv_sample_training_775.png,5,7
adversarial_dataset/train\adv_sample_training_776.png,0,9
